reviewer_id,case_id,category,language,source_text,source_text_valid,language_valid,intent_valid,target_valid,conditions_valid,policy_valid,outcome_valid,claims_valid,notes
R2,V2C-0000,parallel_semantic,ko,출처가 확인되면 QV0000의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0092,parallel_semantic,ko,출처가 확인되면 QV0092의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0093,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0092,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0094,parallel_semantic,ko,출처가 확인되면 QV0094의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0095,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0094,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0096,parallel_semantic,ko,출처가 확인되면 QV0096의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0097,parallel_semantic,en,Please substantiate the 2023 assets figure associated with QV0096,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0098,parallel_semantic,ko,출처가 확인되면 QV0098의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0099,parallel_semantic,en,Please substantiate the 2025 net_income figure associated with QV0098,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0100,parallel_semantic,ko,출처가 확인되면 QV0100의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0101,parallel_semantic,en,Please substantiate the 2022 assets figure associated with QV0100,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0102,parallel_semantic,ko,출처가 확인되면 QV0102의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0103,parallel_semantic,en,Please substantiate the 2024 net_income figure associated with QV0102,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0104,parallel_semantic,ko,출처가 확인되면 QV0104의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0105,parallel_semantic,en,Please substantiate the 2026 assets figure associated with QV0104,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0106,parallel_semantic,ko,출처가 확인되면 QV0106의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0107,parallel_semantic,en,Please substantiate the 2023 net_income figure associated with QV0106,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0108,parallel_semantic,ko,출처가 확인되면 QV0108의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0109,parallel_semantic,en,Please substantiate the 2025 assets figure associated with QV0108,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0110,parallel_semantic,ko,출처가 확인되면 QV0110의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0111,parallel_semantic,en,Please substantiate the 2022 net_income figure associated with QV0110,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0112,parallel_semantic,ko,출처가 확인되면 QV0112의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0113,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0112,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0114,parallel_semantic,ko,출처가 확인되면 QV0114의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0115,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0114,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0116,parallel_semantic,ko,출처가 확인되면 QV0116의 2023년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0117,parallel_semantic,en,Please substantiate the 2023 assets figure associated with QV0116,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0118,parallel_semantic,ko,출처가 확인되면 QV0118의 2025년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0119,parallel_semantic,en,Please substantiate the 2025 net_income figure associated with QV0118,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0120,parallel_semantic,ko,출처가 확인되면 QV0120의 2022년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0121,parallel_semantic,en,Please substantiate the 2022 assets figure associated with QV0120,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0122,parallel_semantic,ko,출처가 확인되면 QV0122의 2024년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0123,parallel_semantic,en,Please substantiate the 2024 net_income figure associated with QV0122,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0124,parallel_semantic,ko,출처가 확인되면 QV0124의 2026년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0125,parallel_semantic,en,Please substantiate the 2026 assets figure associated with QV0124,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0126,parallel_semantic,ko,출처가 확인되면 QV0126의 2023년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0127,parallel_semantic,en,Please substantiate the 2023 net_income figure associated with QV0126,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0128,parallel_semantic,ko,출처가 확인되면 QV0128의 2025년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0129,parallel_semantic,en,Please substantiate the 2025 assets figure associated with QV0128,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0130,parallel_semantic,ko,출처가 확인되면 QV0130의 2022년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0131,parallel_semantic,en,Please substantiate the 2022 net_income figure associated with QV0130,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0132,parallel_semantic,ko,출처가 확인되면 QV0132의 2024년 assets 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0133,parallel_semantic,en,Please substantiate the 2024 assets figure associated with QV0132,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
R2,V2C-0134,parallel_semantic,ko,출처가 확인되면 QV0134의 2026년 net_income 수치를 검증해 주세요,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=ko
R2,V2C-0135,parallel_semantic,en,Please substantiate the 2026 net_income figure associated with QV0134,1,1,1,1,1,1,1,1,AI-R2:Gemini3.6Flash automated review | cat=parallel_semantic lang=en
